cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	bin_i	chr_i	pos_i	strand_i	bin_j	chr_j	pos_j	strand_j	tile_qval	pval	prob	num_hits	stddev_i	stddev_j	tier
51	TCGA-P3-A5QA-01A	(COL5A2)	"(COL5A2)	(WDR75)"	MORC4	"MORC4"	HNSC	183	2	190157781	+	1447	23	106203397	+	4.01760642298436e-11	5.8e-15	2.15480537976718e-07	3	39.8036849215413	49.7426711519731	tier 1
52	TCGA-CN-4725-01A	(EPHA5)	"(EPHA5)	(RP11-807H7.1)"	none	"none"	HNSC	374	4	66833447	-	414	4	161848496	-	7.62582637729299e-11	1.1e-14	4.44905973603158e-07	3	21	21	tier 1
52	TCGA-CN-5373-01A	(EPHA5)	"(EPHA5)	(RP11-807H7.1)"	none	"none"	HNSC	374	4	66833408	-	414	4	161848457	-	7.62582637729299e-11	1.1e-14	4.44905973603158e-07	3	21	21	tier 1
52	TCGA-HD-7917-01A	(EPHA5)	"(EPHA5)	(RP11-807H7.1)"	none	"none"	HNSC	374	4	66833414	-	414	4	161848463	-	7.62582637729299e-11	1.1e-14	4.44905973603158e-07	3	21	21	tier 1
53	TCGA-BB-A5HZ-01A	DOCK4	"DOCK4"	(L3MBTL4)	"(L3MBTL4)"	HNSC	644	7	111547137	+	1218	18	6424466	+	7.80392632236268e-11	1.1e-14	3.2322674333265e-07	3	34.5301800362137	34.5301800362137	tier 1
53	TCGA-CN-6018-01A	DOCK4	"DOCK4"	(L3MBTL4)	"(L3MBTL4)"	HNSC	644	7	111547204	+	1218	18	6424533	+	7.80392632236268e-11	1.1e-14	3.2322674333265e-07	3	34.5301800362137	34.5301800362137	tier 1
53	TCGA-CV-5970-01A	DOCK4	"DOCK4"	(L3MBTL4)	"(L3MBTL4)"	HNSC	644	7	111547156	+	1218	18	6424485	+	7.80392632236268e-11	1.1e-14	3.2322674333265e-07	3	34.5301800362137	34.5301800362137	tier 1
54	TCGA-BA-6873-01A	(PF4V1)	"(PF4V1)	(CXCL6)"	(CDH2)	"(CDH2)"	HNSC	379	4	74680877	+	1235	18	25887775	+	2.63872421855269e-10	4e-14	1.37215560663394e-07	3	332.845810148383	82.0325138791524	tier 1
54	TCGA-BB-A5HY-01A	(PF4V1)	"(PF4V1)	(CXCL6)"	(CDH2)	"(CDH2)"	HNSC	379	4	74680874	+	1235	18	25887747	+	2.63872421855269e-10	4e-14	1.37215560663394e-07	3	332.845810148383	82.0325138791524	tier 1
54	TCGA-CN-5358-01A	(PF4V1)	"(PF4V1)	(CXCL6)"	(CDH2)	"(CDH2)"	HNSC	379	4	74680299	-	1235	18	25887621	-	2.63872421855269e-10	4e-14	1.37215560663394e-07	3	332.845810148383	82.0325138791524	tier 1
55	TCGA-CN-6017-01A	LRP1B	"LRP1B"	SLC4A10	"SLC4A10"	HNSC	134	2	142152832	-	147	2	162752715	-	7.36031052585529e-08	1.2e-11	1.01728250217325e-06	3	115.99281586949	310.620883607869	tier 1
55	TCGA-CV-7432-01A	LRP1B	"LRP1B"	SLC4A10	"SLC4A10"	HNSC	134	2	142152643	+	147	2	162753251	+	7.36031052585529e-08	1.2e-11	1.01728250217325e-06	3	115.99281586949	310.620883607869	tier 1
55	TCGA-P3-A6T3-01A	LRP1B	"LRP1B"	SLC4A10	"SLC4A10"	HNSC	134	2	142152854	-	147	2	162752711	-	7.36031052585529e-08	1.2e-11	1.01728250217325e-06	3	115.99281586949	310.620883607869	tier 1
56	TCGA-CR-6474-01A	(LINC00290)	"(LINC00290)"	(TLR3)	"(TLR3)	(SORBS2)"	HNSC	428	4	181721250	-	433	4	186929737	+	1.38987548969904e-07	2.4e-11	2.31410391116244e-06	3	81.9837382249269	110.666164657496	tier 1
56	TCGA-D6-A6EN-01A	(LINC00290)	"(LINC00290)"	(TLR3)	"(TLR3)	(SORBS2)"	HNSC	428	4	181721250	-	433	4	186929826	+	1.38987548969904e-07	2.4e-11	2.31410391116244e-06	3	81.9837382249269	110.666164657496	tier 1
56	TCGA-QK-A6VB-01A	(LINC00290)	"(LINC00290)"	(TLR3)	"(TLR3)	(SORBS2)"	HNSC	428	4	181721108	-	433	4	186929957	+	1.38987548969904e-07	2.4e-11	2.31410391116244e-06	3	81.9837382249269	110.666164657496	tier 1
57	TCGA-CN-A6V3-01A	(TAC1)	"(TAC1)"	(ANGPT1)	"(ANGPT1)"	HNSC	632	7	97219906	+	732	8	108102327	+	4.08624950704169e-06	8.3e-10	9.15818002199692e-08	2	11.3137084989848	10.6066017177982	tier 1
57	TCGA-H7-A6C4-01A	(TAC1)	"(TAC1)"	(ANGPT1)	"(ANGPT1)"	HNSC	632	7	97219890	+	732	8	108102312	+	4.08624950704169e-06	8.3e-10	9.15818002199692e-08	2	11.3137084989848	10.6066017177982	tier 1
58	TCGA-BA-A6DG-01A	LINC00395	"LINC00395	(OR7E156P)"	PPP1R16B	"PPP1R16B"	HNSC	1039	13	64306317	-	1354	20	37437365	+	5.46755909303704e-06	1.1e-09	8.15152400249071e-08	2	16.2634559672906	21.2132034355964	tier 1
58	TCGA-MT-A51X-01A	LINC00395	"LINC00395	(OR7E156P)"	PPP1R16B	"PPP1R16B"	HNSC	1039	13	64306294	-	1354	20	37437395	+	5.46755909303704e-06	1.1e-09	8.15152400249071e-08	2	16.2634559672906	21.2132034355964	tier 1
59	TCGA-BB-A6UM-01A	WWP1	"WWP1"	(HAUS1)	"(HAUS1)	(C18orf25)"	HNSC	719	8	87428340	-	1253	18	43735259	+	6.66197756713627e-06	1.4e-09	1.05509038927628e-07	2	15.556349186104	12.0208152801713	tier 1
59	TCGA-CQ-5323-01A	WWP1	"WWP1"	(HAUS1)	"(HAUS1)	(C18orf25)"	HNSC	719	8	87428318	-	1253	18	43735276	+	6.66197756713627e-06	1.4e-09	1.05509038927628e-07	2	15.556349186104	12.0208152801713	tier 1
60	TCGA-BA-A6DG-01A	(DNAJC10)	"(DNAJC10)"	(LINC00470)	"(LINC00470)"	HNSC	172	2	183525245	-	1209	18	1749826	-	7.64875196909276e-06	1.6e-09	8.64114776277256e-08	2	24.0416305603426	24.0416305603426	tier 1
60	TCGA-MT-A51X-01A	(DNAJC10)	"(DNAJC10)"	(LINC00470)	"(LINC00470)"	HNSC	172	2	183525211	-	1209	18	1749792	-	7.64875196909276e-06	1.6e-09	8.64114776277256e-08	2	24.0416305603426	24.0416305603426	tier 1
61	TCGA-BA-A6DG-01A	(OLFM3)	"(OLFM3)"	SLX4IP	"SLX4IP"	HNSC	35	1	102528683	+	1333	20	10429632	-	7.64999376321554e-06	1.6e-09	9.3767311037317e-08	2	21.920310216783	19.0918830920368	tier 1
61	TCGA-CN-A6V3-01A	(OLFM3)	"(OLFM3)"	SLX4IP	"SLX4IP"	HNSC	35	1	102528714	+	1333	20	10429605	-	7.64999376321554e-06	1.6e-09	9.3767311037317e-08	2	21.920310216783	19.0918830920368	tier 1
62	TCGA-IQ-7630-01A	SPIDR	"SPIDR"	LRRK1	"LRRK1"	HNSC	700	8	48613590	+	1138	15	101510122	+	8.06585097207465e-06	1.7e-09	8.5509548108206e-08	2	24.7487373415292	27.5771644662754	tier 1
62	TCGA-IQ-A61L-01A	SPIDR	"SPIDR"	LRRK1	"LRRK1"	HNSC	700	8	48613555	+	1138	15	101510083	+	8.06585097207465e-06	1.7e-09	8.5509548108206e-08	2	24.7487373415292	27.5771644662754	tier 1
63	TCGA-BA-A4II-01A	(CPNE4)	"(CPNE4)"	GALNT7	"GALNT7"	HNSC	272	3	131848514	-	421	4	174239567	+	8.37784212479909e-06	1.8e-09	8.72290071449478e-08	2	13.4350288425444	34.6482322781408	tier 1
63	TCGA-D6-A6EK-01A	(CPNE4)	"(CPNE4)"	GALNT7	"GALNT7"	HNSC	272	3	131848533	-	421	4	174239518	+	8.37784212479909e-06	1.8e-09	8.72290071449478e-08	2	13.4350288425444	34.6482322781408	tier 1
64	TCGA-DQ-7588-01A	(LINC00879)	"(LINC00879)"	PACRG	"PACRG"	HNSC	253	3	94566141	-	576	6	163495595	-	8.99151312872441e-06	1.9e-09	1.25560390205364e-07	2	14.142135623731	13.4350288425444	tier 1
64	TCGA-F7-A61V-01A	(LINC00879)	"(LINC00879)"	PACRG	"PACRG"	HNSC	253	3	94566161	-	576	6	163495614	-	8.99151312872441e-06	1.9e-09	1.25560390205364e-07	2	14.142135623731	13.4350288425444	tier 1
65	TCGA-H7-8502-01A	GORASP2	"GORASP2"	IFT74	"IFT74"	HNSC	154	2	171813113	+	788	9	27044659	+	9.53225791145614e-06	2e-09	1.12644155913003e-07	2	18.3847763108502	18.3847763108502	tier 1
65	TCGA-P3-A6T8-01A	GORASP2	"GORASP2"	IFT74	"IFT74"	HNSC	154	2	171813087	+	788	9	27044633	+	9.53225791145614e-06	2e-09	1.12644155913003e-07	2	18.3847763108502	18.3847763108502	tier 1
66	TCGA-D6-6823-01A	CHRNG	"CHRNG	(CHRND)	(EIF4E2)	(TIGD1)	(MIR5001)"	(MIR8060)	"(MIR8060)"	HNSC	209	2	233410442	-	256	3	95894986	-	9.76572379014269e-06	2.1e-09	1.43474833056615e-07	2	12.0208152801713	11.3137084989848	tier 1
66	TCGA-D6-8568-01A	CHRNG	"CHRNG	(CHRND)	(EIF4E2)	(TIGD1)	(MIR5001)"	(MIR8060)	"(MIR8060)"	HNSC	209	2	233410425	-	256	3	95894970	-	9.76572379014269e-06	2.1e-09	1.43474833056615e-07	2	12.0208152801713	11.3137084989848	tier 1
67	TCGA-IQ-A61L-01A	(MIR101-1)	"(MIR101-1)	(MIR3671)"	(PIK3AP1)	"(PIK3AP1)"	HNSC	19	1	65490382	+	849	10	98515917	+	1.00176806813942e-05	2.1e-09	9.54317518707888e-08	2	27.5771644662754	26.8700576850888	tier 1
67	TCGA-QK-A8ZB-01A	(MIR101-1)	"(MIR101-1)	(MIR3671)"	(PIK3AP1)	"(PIK3AP1)"	HNSC	19	1	65490421	+	849	10	98515955	+	1.00176806813942e-05	2.1e-09	9.54317518707888e-08	2	27.5771644662754	26.8700576850888	tier 1
68	TCGA-DQ-7588-01A	none	"none"	(STX3)	"(STX3)	(OR10V2P)"	HNSC	413	4	160910618	+	896	11	59515442	-	1.02530763283029e-05	2.2e-09	9.40555819814409e-08	2	31.8198051533946	25.4558441227157	tier 1
68	TCGA-P3-A5QA-01A	none	"none"	(STX3)	"(STX3)	(OR10V2P)"	HNSC	413	4	160910573	+	896	11	59515478	-	1.02530763283029e-05	2.2e-09	9.40555819814409e-08	2	31.8198051533946	25.4558441227157	tier 1
69	TCGA-D6-A4Z9-01A	(AUTS2)	"(AUTS2)	(LOC100507468)"	ADAM18	"ADAM18"	HNSC	610	7	68702157	-	689	8	39509781	-	1.0790589062051e-05	2.4e-09	1.28012539354137e-07	2	17.6776695296637	15.556349186104	tier 1
69	TCGA-H7-8502-01A	(AUTS2)	"(AUTS2)	(LOC100507468)"	ADAM18	"ADAM18"	HNSC	610	7	68702132	-	689	8	39509759	-	1.0790589062051e-05	2.4e-09	1.28012539354137e-07	2	17.6776695296637	15.556349186104	tier 1
70	TCGA-D6-A6EK-01A	(CTAGE11P)	"(CTAGE11P)"	DPF3	"DPF3"	HNSC	1053	13	75769836	+	1110	14	73111558	+	1.0822958595729e-05	2.4e-09	1.42693078074879e-07	2	14.8492424049175	12.0208152801713	tier 1
70	TCGA-H7-A6C4-01A	(CTAGE11P)	"(CTAGE11P)"	DPF3	"DPF3"	HNSC	1053	13	75769857	+	1110	14	73111575	+	1.0822958595729e-05	2.4e-09	1.42693078074879e-07	2	14.8492424049175	12.0208152801713	tier 1
71	TCGA-CV-5970-01A	(DCBLD2)	"(DCBLD2)	(MIR548G)"	(MAFB)*	"(MAFB)*"	HNSC	259	3	98924170	+	1355	20	39182415	+	1.08680042149606e-05	2.4e-09	1.05239556906291e-07	2	25.4558441227157	24.7487373415292	tier 1
71	TCGA-F7-A61V-01A	(DCBLD2)	"(DCBLD2)	(MIR548G)"	(MAFB)*	"(MAFB)*"	HNSC	259	3	98924206	+	1355	20	39182450	+	1.08680042149606e-05	2.4e-09	1.05239556906291e-07	2	25.4558441227157	24.7487373415292	tier 1
72	TCGA-CV-5970-01A	(NPHP3-AS1)	"(NPHP3-AS1)"	(PAPSS1)	"(PAPSS1)"	HNSC	273	3	132655628	-	390	4	108359409	-	1.16823526902232e-05	2.6e-09	1.16110429852751e-07	2	21.920310216783	22.6274169979695	tier 1
72	TCGA-QK-A6IJ-01A	(NPHP3-AS1)	"(NPHP3-AS1)"	(PAPSS1)	"(PAPSS1)"	HNSC	273	3	132655597	-	390	4	108359377	-	1.16823526902232e-05	2.6e-09	1.16110429852751e-07	2	21.920310216783	22.6274169979695	tier 1
73	TCGA-CN-5373-01A	SOX2-OT	"SOX2-OT"	ITGA7	"ITGA7"	HNSC	313	3	181023900	+	1002	12	56091554	-	1.19101978028307e-05	2.7e-09	1.33623835430915e-07	2	16.9705627484771	17.6776695296637	tier 1
73	TCGA-P3-A5QA-01A	SOX2-OT	"SOX2-OT"	ITGA7	"ITGA7"	HNSC	313	3	181023876	+	1002	12	56091579	-	1.19101978028307e-05	2.7e-09	1.33623835430915e-07	2	16.9705627484771	17.6776695296637	tier 1
74	TCGA-BA-A6DJ-01A	(AC108025.2)	"(AC108025.2)"	(MTERF)	"(MTERF)"	HNSC	85	2	5439684	+	627	7	91227547	+	1.22252048632466e-05	2.7e-09	1.24766750169402e-07	2	20.5060966544099	20.5060966544099	tier 1
74	TCGA-C9-A47Z-01A	(AC108025.2)	"(AC108025.2)"	(MTERF)	"(MTERF)"	HNSC	85	2	5439713	+	627	7	91227576	+	1.22252048632466e-05	2.7e-09	1.24766750169402e-07	2	20.5060966544099	20.5060966544099	tier 1
75	TCGA-H7-8502-01A	none	"none"	PLEKHA5	"PLEKHA5"	HNSC	370	4	63621034	+	982	12	19376962	-	1.24037203381358e-05	2.8e-09	1.21360569913018e-07	2	19.0918830920368	24.7487373415292	tier 1
75	TCGA-H7-A6C4-01A	none	"none"	PLEKHA5	"PLEKHA5"	HNSC	370	4	63621007	+	982	12	19376997	-	1.24037203381358e-05	2.8e-09	1.21360569913018e-07	2	19.0918830920368	24.7487373415292	tier 1
76	TCGA-DQ-7588-01A	(LINC00276)	"(LINC00276)"	CHD6	"CHD6"	HNSC	88	2	14547199	+	1356	20	40184985	-	1.26332808467061e-05	2.9e-09	9.82383812489866e-08	2	29.698484809835	38.8908729652601	tier 1
76	TCGA-P3-A5QA-01A	(LINC00276)	"(LINC00276)"	CHD6	"CHD6"	HNSC	88	2	14547157	+	1356	20	40185040	-	1.26332808467061e-05	2.9e-09	9.82383812489866e-08	2	29.698484809835	38.8908729652601	tier 1
77	TCGA-CN-4725-01A	ATP13A3	"ATP13A3"	(NR3C2)	"(NR3C2)"	HNSC	332	3	194188722	-	404	4	149587131	+	1.29633066461576e-05	2.9e-09	1.170136098774e-07	2	24.7487373415292	25.4558441227157	tier 1
77	TCGA-HD-7917-01A	ATP13A3	"ATP13A3"	(NR3C2)	"(NR3C2)"	HNSC	332	3	194188687	-	404	4	149587167	+	1.29633066461576e-05	2.9e-09	1.170136098774e-07	2	24.7487373415292	25.4558441227157	tier 1
78	TCGA-BA-4076-01A	(MDFIC)	"(MDFIC)"	(APOOP5)	"(APOOP5)"	HNSC	646	7	114661003	-	1156	16	59529053	+	1.3607982497948e-05	3.1e-09	1.01424516959206e-07	2	35.3553390593274	35.3553390593274	tier 1
78	TCGA-F7-A61V-01A	(MDFIC)	"(MDFIC)"	(APOOP5)	"(APOOP5)"	HNSC	646	7	114661053	-	1156	16	59529003	+	1.3607982497948e-05	3.1e-09	1.01424516959206e-07	2	35.3553390593274	35.3553390593274	tier 1
79	TCGA-CQ-A4C6-01A	ZSWIM6	"ZSWIM6"	C12orf40	"C12orf40"	HNSC	484	5	60818225	+	993	12	40044391	-	1.51458072635876e-05	3.5e-09	1.49070060175188e-07	2	19.7989898732233	16.9705627484771	tier 1
79	TCGA-IQ-A61L-01A	ZSWIM6	"ZSWIM6"	C12orf40	"C12orf40"	HNSC	484	5	60818197	+	993	12	40044415	-	1.51458072635876e-05	3.5e-09	1.49070060175188e-07	2	19.7989898732233	16.9705627484771	tier 1
80	TCGA-CN-6018-01A	SDCCAG8	"SDCCAG8	(AKT3)"	none	"none"	HNSC	77	1	243644087	+	1210	18	2062146	+	1.57942638112117e-05	3.6e-09	1.54566945945647e-07	2	17.6776695296637	18.3847763108502	tier 1
80	TCGA-H7-A6C4-01A	SDCCAG8	"SDCCAG8	(AKT3)"	none	"none"	HNSC	77	1	243644062	+	1210	18	2062120	+	1.57942638112117e-05	3.6e-09	1.54566945945647e-07	2	17.6776695296637	18.3847763108502	tier 1
81	TCGA-CQ-5329-01A	(FHIT)*	"(FHIT)*"	GRIK2	"GRIK2"	HNSC	228	3	59638982	-	552	6	102321628	+	1.59619176478712e-05	3.7e-09	1.62120287644173e-07	2	16.9705627484771	16.2634559672906	tier 1
81	TCGA-IQ-A61L-01A	(FHIT)*	"(FHIT)*"	GRIK2	"GRIK2"	HNSC	228	3	59639006	-	552	6	102321605	+	1.59619176478712e-05	3.7e-09	1.62120287644173e-07	2	16.9705627484771	16.2634559672906	tier 1
82	TCGA-BA-4076-01A	KCNAB1	"KCNAB1"	(RP11-314D7.2)	"(RP11-314D7.2)"	HNSC	290	3	156215327	+	1023	12	74045692	-	1.95518742172879e-05	4.6e-09	1.53926425268026e-07	2	23.3345237791561	22.6274169979695	tier 1
82	TCGA-BA-A6DG-01A	KCNAB1	"KCNAB1"	(RP11-314D7.2)	"(RP11-314D7.2)"	HNSC	290	3	156215294	+	1023	12	74045724	-	1.95518742172879e-05	4.6e-09	1.53926425268026e-07	2	23.3345237791561	22.6274169979695	tier 1
83	TCGA-BA-5151-01A	RGS7	"RGS7"	CCDC148	"CCDC148"	HNSC	74	1	241003720	+	146	2	159234403	-	2.10945228263618e-05	5e-09	1.53835916589117e-07	2	20.5060966544099	28.9913780286484	tier 1
83	TCGA-D6-8569-01A	RGS7	"RGS7"	CCDC148	"CCDC148"	HNSC	74	1	241003691	+	146	2	159234362	-	2.10945228263618e-05	5e-09	1.53835916589117e-07	2	20.5060966544099	28.9913780286484	tier 1
84	TCGA-BA-A6DI-01A	(MIR1973)	"(MIR1973)"	PTPRM	"PTPRM"	HNSC	394	4	116851409	+	1220	18	8165825	+	2.50454525955166e-05	5.9e-09	1.43955483087782e-07	2	34.6482322781408	34.6482322781408	tier 1
84	TCGA-F7-A622-01A	(MIR1973)	"(MIR1973)"	PTPRM	"PTPRM"	HNSC	394	4	116851458	+	1220	18	8165874	+	2.50454525955166e-05	5.9e-09	1.43955483087782e-07	2	34.6482322781408	34.6482322781408	tier 1
85	TCGA-BB-A6UO-01A	ATRNL1	"ATRNL1"	DMD	"DMD"	HNSC	853	10	116895095	-	1418	23	33056589	+	2.74428786183255e-05	6.5e-09	1.74021054981707e-07	2	26.1629509039023	26.1629509039023	tier 1
85	TCGA-CN-4725-01A	ATRNL1	"ATRNL1"	DMD	"DMD"	HNSC	853	10	116895132	-	1418	23	33056552	+	2.74428786183255e-05	6.5e-09	1.74021054981707e-07	2	26.1629509039023	26.1629509039023	tier 1
86	TCGA-H7-8502-01A	CD58	"CD58"	(LOC101928401)	"(LOC101928401)"	HNSC	42	1	117082175	+	602	7	56671523	-	3.7452268363916e-05	9e-09	1.57299005410987e-07	2	45.254833995939	44.5477272147525	tier 1
86	TCGA-P3-A6T5-01A	CD58	"CD58"	(LOC101928401)	"(LOC101928401)"	HNSC	42	1	117082111	+	602	7	56671586	-	3.7452268363916e-05	9e-09	1.57299005410987e-07	2	45.254833995939	44.5477272147525	tier 1
87	TCGA-C9-A47Z-01A	CNTN4	"CNTN4"	(SPTSSA)	"(SPTSSA)"	HNSC	216	3	2278946	+	1082	14	34842324	-	3.82141218822972e-05	9.2e-09	1.29795485308162e-07	2	67.8822509939086	67.175144212722	tier 1
87	TCGA-D6-A6EK-01A	CNTN4	"CNTN4"	(SPTSSA)	"(SPTSSA)"	HNSC	216	3	2279042	+	1082	14	34842229	-	3.82141218822972e-05	9.2e-09	1.29795485308162e-07	2	67.8822509939086	67.175144212722	tier 1
88	TCGA-C9-A47Z-01A	(RP11-91K9.1)	"(RP11-91K9.1)"	FAT3	"FAT3"	HNSC	309	3	177623587	+	946	11	92341917	+	5.0163149312753e-05	1.2e-08	1.26625234027745e-07	2	93.3380951166243	97.5807358037436	tier 1
88	TCGA-DQ-7588-01A	(RP11-91K9.1)	"(RP11-91K9.1)"	FAT3	"FAT3"	HNSC	309	3	177623719	+	946	11	92342055	+	5.0163149312753e-05	1.2e-08	1.26625234027745e-07	2	93.3380951166243	97.5807358037436	tier 1
89	TCGA-P3-A6T4-01A	(API5)	"(API5)	(HNRNPKP3)"	SNAP25-AS1	"SNAP25-AS1"	HNSC	877	11	43310873	-	1333	20	10117937	+	5.52859675879677e-05	1.4e-08	1.29186131995754e-07	2	29.698484809835	142.128463018496	tier 1
89	TCGA-QK-A6II-01A	(API5)	"(API5)	(HNRNPKP3)"	SNAP25-AS1	"SNAP25-AS1"	HNSC	877	11	43310915	+	1333	20	10117736	-	5.52859675879677e-05	1.4e-08	1.29186131995754e-07	2	29.698484809835	142.128463018496	tier 1
90	TCGA-BA-4076-01A	LEPR	"LEPR"	PARD3B	"PARD3B"	HNSC	20	1	66077456	-	198	2	205414555	+	6.25477643288271e-05	1.6e-08	3.04380717293148e-07	2	21.2132034355964	21.2132034355964	tier 1
90	TCGA-QK-A6IJ-01A	LEPR	"LEPR"	PARD3B	"PARD3B"	HNSC	20	1	66077486	-	198	2	205414525	+	6.25477643288271e-05	1.6e-08	3.04380717293148e-07	2	21.2132034355964	21.2132034355964	tier 1
91	TCGA-BA-A6D8-01A	(RP11-707A18.1)	"(RP11-707A18.1)"	(DIAPH2)	"(DIAPH2)"	HNSC	373	4	65574685	+	1443	23	96962060	-	9.65789763676682e-05	2.5e-08	2.61698912829898e-07	2	62.9325035256027	19.0918830920368	tier 1
91	TCGA-H7-A6C4-01A	(RP11-707A18.1)	"(RP11-707A18.1)"	(DIAPH2)	"(DIAPH2)"	HNSC	373	4	65574774	+	1443	23	96962087	-	9.65789763676682e-05	2.5e-08	2.61698912829898e-07	2	62.9325035256027	19.0918830920368	tier 1
92	TCGA-HD-7831-01A	none	"none"	TTC28	"TTC28"	HNSC	130	2	140457070	-	1391	22	28669771	+	0.00013885317444241	3.6e-08	3.96933701609787e-07	3	102494.152549304	366.582460027754	tier 2
92	TCGA-IQ-A61H-01A	none	"none"	TTC28	"TTC28"	HNSC	130	2	140527155	-	1391	22	28669214	-	0.00013885317444241	3.6e-08	3.96933701609787e-07	3	102494.152549304	366.582460027754	tier 2
92	TCGA-IQ-A61H-01A	none	"none"	TTC28	"TTC28"	HNSC	130	2	140527305	+	1391	22	28669570	+	0.00013885317444241	3.6e-08	3.96933701609787e-07	3	102494.152549304	366.582460027754	tier 2
92	TCGA-QK-A6IJ-01A	none	"none"	TTC28	"TTC28"	HNSC	130	2	140324165	-	1391	22	28670157	+	0.00013885317444241	3.6e-08	3.96933701609787e-07	3	102494.152549304	366.582460027754	tier 2
92	TCGA-QK-A6IJ-01A	none	"none"	TTC28	"TTC28"	HNSC	130	2	140324177	+	1391	22	28669377	-	0.00013885317444241	3.6e-08	3.96933701609787e-07	3	102494.152549304	366.582460027754	tier 2
93	TCGA-C9-A47Z-01A	(FLJ46066)	"(FLJ46066)"	(FLJ45974)	"(FLJ45974)"	HNSC	315	3	182112558	+	596	7	53674050	-	0.000150013574084292	4e-08	2.3989819670364e-07	2	91.2167747730646	91.2167747730646	tier 1
93	TCGA-F7-A622-01A	(FLJ46066)	"(FLJ46066)"	(FLJ45974)	"(FLJ45974)"	HNSC	315	3	182112687	+	596	7	53673921	-	0.000150013574084292	4e-08	2.3989819670364e-07	2	91.2167747730646	91.2167747730646	tier 1
94	TCGA-CN-A63Y-01A	NFXL1	"NFXL1"	(NDNF)	"(NDNF)"	HNSC	354	4	47907198	+	395	4	121954612	+	0.000256545523664228	7e-08	5.80648607594824e-07	2	28.2842712474619	28.2842712474619	tier 1
94	TCGA-IQ-7630-01A	NFXL1	"NFXL1"	(NDNF)	"(NDNF)"	HNSC	354	4	47907238	+	395	4	121954652	+	0.000256545523664228	7e-08	5.80648607594824e-07	2	28.2842712474619	28.2842712474619	tier 1
95	TCGA-CN-4728-01A	(TACR3)	"(TACR3)"	(PABPC4L)	"(PABPC4L)"	HNSC	389	4	104957108	-	397	4	135417045	+	0.000495654122614382	1.4e-07	6.57917300838532e-07	2	36.7695526217005	52.3259018078045	tier 1
95	TCGA-UF-A7J9-01A	(TACR3)	"(TACR3)"	(PABPC4L)	"(PABPC4L)"	HNSC	389	4	104957160	-	397	4	135417119	+	0.000495654122614382	1.4e-07	6.57917300838532e-07	2	36.7695526217005	52.3259018078045	tier 1
96	TCGA-CQ-5330-01A	(RYBP)	"(RYBP)"	RNF13	"RNF13"	HNSC	238	3	72502633	+	284	3	149622686	-	0.000811671523884089	2.3e-07	3.35057265058836e-07	2	393.15137033972	148.492424049175	tier 1
96	TCGA-TN-A7HJ-01A	(RYBP)	"(RYBP)"	RNF13	"RNF13"	HNSC	238	3	72502077	-	284	3	149622476	+	0.000811671523884089	2.3e-07	3.35057265058836e-07	2	393.15137033972	148.492424049175	tier 1
97	TCGA-H7-8502-01A	GRM7	"GRM7"	(CGGBP1)	"(CGGBP1)	(ZNF654)	(C3orf38)"	HNSC	220	3	7110633	+	248	3	88561311	-	0.00125102185542888	3.6e-07	6.69694306000197e-07	2	88.3883476483184	145.663996924429	tier 1
97	TCGA-H7-A6C4-01A	GRM7	"GRM7"	(CGGBP1)	"(CGGBP1)	(ZNF654)	(C3orf38)"	HNSC	220	3	7110508	+	248	3	88561517	-	0.00125102185542888	3.6e-07	6.69694306000197e-07	2	88.3883476483184	145.663996924429	tier 1
98	TCGA-DQ-7588-01A	RRAGC	"RRAGC	(MYCBP)	(GJA9-MYCBP)"	NEGR1	"NEGR1"	HNSC	11	1	39318320	-	23	1	71989220	-	0.00132652197913876	3.9e-07	1.90133061960032e-06	2	16.2634559672906	16.2634559672906	tier 1
98	TCGA-HD-A6I0-01A	RRAGC	"RRAGC	(MYCBP)	(GJA9-MYCBP)"	NEGR1	"NEGR1"	HNSC	11	1	39318343	-	23	1	71989243	-	0.00132652197913876	3.9e-07	1.90133061960032e-06	2	16.2634559672906	16.2634559672906	tier 1
99	TCGA-QK-AA3J-01A	(GMDS-AS1)	"(GMDS-AS1)"	(TUSC1)	"(TUSC1)"	HNSC	499	6	2419209	-	786	9	25829596	-	0.00319231197597788	9.7e-07	1.18089062244692e-07	2	201.525432638166	14993.4921882796	tier 1
99	TCGA-T3-A92M-01A	(GMDS-AS1)	"(GMDS-AS1)"	(TUSC1)	"(TUSC1)"	HNSC	499	6	2418924	+	786	9	25850800	+	0.00319231197597788	9.7e-07	1.18089062244692e-07	2	201.525432638166	14993.4921882796	tier 1
100	TCGA-BA-A6DJ-01A	(ZC3H15)	"(ZC3H15)"	(CCDC150)	"(CCDC150)"	HNSC	179	2	187311685	+	189	2	197605756	-	0.00377902932148757	1.2e-06	1.47820536390006e-06	2	86.2670273047588	86.2670273047588	tier 1
100	TCGA-H7-A6C4-01A	(ZC3H15)	"(ZC3H15)"	(CCDC150)	"(CCDC150)"	HNSC	179	2	187311807	+	189	2	197605634	-	0.00377902932148757	1.2e-06	1.47820536390006e-06	2	86.2670273047588	86.2670273047588	tier 1
